Sample_Number,Date_Collected,Storage_Solution,CollectionSite,Collection_Site_Location_Details,Brood_year,Year_Class,Oyster_Length_,Oyster_Depth,Weight_g,Size_Class,Tissue,,,,,,,
1872,2017-06-01,95% Ethanol,Sainte-Barbe,Ferme Marine Paimpolaise,,,9.429,N/A,9.429,5,,,,,,,,
1873,2017-06-01,95% Ethanol,Sainte-Barbe,Ferme Marine Paimpolaise,,,9.924,N/A,9.924,5,,,,,,,,
1874,2017-06-01,95% Ethanol,Sainte-Barbe,Ferme Marine Paimpolaise,,,10.124,N/A,10.124,5,,,,,,,,
1875,2017-06-01,95% Ethanol,Sainte-Barbe,Ferme Marine Paimpolaise,,,10.325,N/A,10.325,5,,,,,,,,
1876,2017-06-01,95% Ethanol,Sainte-Barbe,Ferme Marine Paimpolaise,,,9.613,N/A,9.613,5,,,,,,,,
1877,2017-06-01,95% Ethanol,Sainte-Barbe,Ferme Marine Paimpolaise,,,10.078,N/A,10.078,5,,,,,,,,
1878,2017-06-01,95% Ethanol,Sainte-Barbe,Ferme Marine Paimpolaise,,,10.123,N/A,10.123,5,,,,,,,,
1879,2017-06-01,95% Ethanol,Sainte-Barbe,Ferme Marine Paimpolaise,,,9.505,N/A,9.505,5,,,,,,,,
1880,2017-06-01,95% Ethanol,Sainte-Barbe,Ferme Marine Paimpolaise,,,9.573,N/A,9.573,5,,,,,,,,
1881,2017-06-01,95% Ethanol,Sainte-Barbe,Ferme Marine Paimpolaise,,,9.619,N/A,9.619,5,,,,,,,,
1882,2017-06-01,95% Ethanol,Sainte-Barbe,Ferme Marine Paimpolaise,,,10.641,N/A,10.641,5,,,,,,,,
1883,2017-06-01,95% Ethanol,Sainte-Barbe,Ferme Marine Paimpolaise,,,9.671,N/A,9.671,5,,,,,,,,
1884,2017-06-01,95% Ethanol,Sainte-Barbe,Ferme Marine Paimpolaise,,,9.604,N/A,9.604,5,,,,,,,,
1885,2017-06-01,95% Ethanol,Sainte-Barbe,Ferme Marine Paimpolaise,,,9.161,N/A,9.161,5,,,,,,,,
1886,2017-06-01,95% Ethanol,Sainte-Barbe,Ferme Marine Paimpolaise,,,9.678,N/A,9.678,5,,,,,,,,
1887,2017-06-01,95% Ethanol,Sainte-Barbe,Ferme Marine Paimpolaise,,,9.212,N/A,9.212,5,,,,,,,,
1888,2017-06-01,95% Ethanol,Sainte-Barbe,Ferme Marine Paimpolaise,,,10.322,N/A,10.322,5,,,,,,,,
1889,2017-06-01,95% Ethanol,Sainte-Barbe,Ferme Marine Paimpolaise,,,10.063,N/A,10.063,5,,,,,,,,
1890,2017-06-01,95% Ethanol,Sainte-Barbe,Ferme Marine Paimpolaise,,,9.469,N/A,9.469,5,,,,,,,,
1891,,,,,,,,,,#N/A,,,,,,,,
1892,,,,,,,,,,#N/A,,,,,,,,
1893,,,,,,,,,,#N/A,,,,,,,,
1894,,,,,,,,,,#N/A,,,,,,,,
1895,,,,,,,,,,#N/A,,,,,,,,
1896,,,,,,,,,,#N/A,,,,,,,,
1897,,,,,,,,,,#N/A,,,,,,,,
1898,,,,,,,,,,#N/A,,,,,,,,
1899,,,,,,,,,,#N/A,,,,,,,,
1900,,,,,,,,,,#N/A,,,,,,,,
1901,,,,,,,,,,#N/A,,,,,,,,
1902,,,,,,,,,,#N/A,,,,,,,,
1903,,,,,,,,,,#N/A,,,,,,,,
1904,,,,,,,,,,#N/A,,,,,,,,
1905,,,,,,,,,,#N/A,,,,,,,,
1906,,,,,,,,,,#N/A,,,,,,,,
1907,,,,,,,,,,#N/A,,,,,,,,
1908,,,,,,,,,,#N/A,,,,,,,,
1909,,,,,,,,,,#N/A,,,,,,,,
1910,,,,,,,,,,#N/A,,,,,,,,
1911,,,,,,,,,,#N/A,,,,,,,,
1912,,,,,,,,,,#N/A,,,,,,,,
1913,,,,,,,,,,#N/A,,,,,,,,
1914,,,,,,,,,,#N/A,,,,,,,,
1915,,,,,,,,,,#N/A,,,,,,,,
1916,,,,,,,,,,#N/A,,,,,,,,
1917,,,,,,,,,,#N/A,,,,,,,,
1918,,,,,,,,,,#N/A,,,,,,,,
1919,,,,,,,,,,#N/A,,,,,,,,
1920,,,,,,,,,,#N/A,,,,,,,,
1921,,,,,,,,,,#N/A,,,,,,,,
1922,,,,,,,,,,#N/A,,,,,,,,
1923,,,,,,,,,,#N/A,,,,,,,,
1924,,,,,,,,,,#N/A,,,,,,,,
1925,,,,,,,,,,#N/A,,,,,,,,
1926,,,,,,,,,,#N/A,,,,,,,,
1927,,,,,,,,,,#N/A,,,,,,,,
1928,,,,,,,,,,#N/A,,,,,,,,
1929,,,,,,,,,,#N/A,,,,,,,,
1930,,,,,,,,,,#N/A,,,,,,,,
1931,,,,,,,,,,#N/A,,,,,,,,
1932,,,,,,,,,,#N/A,,,,,,,,
1933,,,,,,,,,,#N/A,,,,,,,,
1934,,,,,,,,,,#N/A,,,,,,,,
1935,,,,,,,,,,#N/A,,,,,,,,
1936,,,,,,,,,,#N/A,,,,,,,,
1937,,,,,,,,,,#N/A,,,,,,,,
1938,,,,,,,,,,#N/A,,,,,,,,
1939,,,,,,,,,,#N/A,,,,,,,,
1940,,,,,,,,,,#N/A,,,,,,,,
1941,,,,,,,,,,#N/A,,,,,,,,
1942,,,,,,,,,,#N/A,,,,,,,,
1943,,,,,,,,,,#N/A,,,,,,,,
1944,,,,,,,,,,#N/A,,,,,,,,
1945,,,,,,,,,,#N/A,,,,,,,,
1946,,,,,,,,,,#N/A,,,,,,,,
1947,,,,,,,,,,#N/A,,,,,,,,
1948,,,,,,,,,,#N/A,,,,,,,,
1949,,,,,,,,,,#N/A,,,,,,,,
1950,,,,,,,,,,#N/A,,,,,,,,
1951,,,,,,,,,,#N/A,,,,,,,,
1952,,,,,,,,,,#N/A,,,,,,,,
1953,,,,,,,,,,#N/A,,,,,,,,
1954,,,,,,,,,,#N/A,,,,,,,,
1955,,,,,,,,,,#N/A,,,,,,,,
1956,,,,,,,,,,#N/A,,,,,,,,
1957,,,,,,,,,,#N/A,,,,,,,,
1958,,,,,,,,,,#N/A,,,,,,,,
1959,,,,,,,,,,#N/A,,,,,,,,
1960,,,,,,,,,,#N/A,,,,,,,,
1961,,,,,,,,,,#N/A,,,,,,,,
1962,,,,,,,,,,#N/A,,,,,,,,
1963,,,,,,,,,,#N/A,,,,,,,,
1964,,,,,,,,,,#N/A,,,,,,,,
1965,,,,,,,,,,#N/A,,,,,,,,
1966,,,,,,,,,,#N/A,,,,,,,,
1967,,,,,,,,,,#N/A,,,,,,,,
1968,,,,,,,,,,#N/A,,,,,,,,
1969,,,,,,,,,,#N/A,,,,,,,,
1970,,,,,,,,,,#N/A,,,,,,,,
1971,,,,,,,,,,#N/A,,,,,,,,
1972,,,,,,,,,,#N/A,,,,,,,,
1973,,,,,,,,,,#N/A,,,,,,,,
1974,,,,,,,,,,#N/A,,,,,,,,
1975,,,,,,,,,,#N/A,,,,,,,,
1976,,,,,,,,,,#N/A,,,,,,,,
1977,,,,,,,,,,#N/A,,,,,,,,
1978,,,,,,,,,,#N/A,,,,,,,,
1979,,,,,,,,,,#N/A,,,,,,,,
1980,,,,,,,,,,#N/A,,,,,,,,
1981,,,,,,,,,,#N/A,,,,,,,,
1982,,,,,,,,,,#N/A,,,,,,,,
1983,,,,,,,,,,#N/A,,,,,,,,
1984,,,,,,,,,,#N/A,,,,,,,,
1985,,,,,,,,,,#N/A,,,,,,,,
1986,,,,,,,,,,#N/A,,,,,,,,
1987,,,,,,,,,,#N/A,,,,,,,,
1988,,,,,,,,,,#N/A,,,,,,,,
1989,,,,,,,,,,#N/A,,,,,,,,
1990,,,,,,,,,,#N/A,,,,,,,,
1991,,,,,,,,,,#N/A,,,,,,,,
1992,,,,,,,,,,#N/A,,,,,,,,
1993,,,,,,,,,,#N/A,,,,,,,,
1994,,,,,,,,,,#N/A,,,,,,,,
1995,,,,,,,,,,#N/A,,,,,,,,
1996,,,,,,,,,,#N/A,,,,,,,,
1997,,,,,,,,,,#N/A,,,,,,,,
1998,,,,,,,,,,#N/A,,,,,,,,
1999,,,,,,,,,,#N/A,,,,,,,,
2000,,,,,,,,,,#N/A,,,,,,,,
2001,2017-08-16,95% Ethanol,HornbyIsland," Point (site 2, 49"" 29.342 N  124"" 39.793 W)",,,2 cm,,,#N/A,,,,,,,,
2002,2017-08-16,95% Ethanol,HornbyIsland," Point (site 2, 49"" 29.342 N  124"" 39.793 W)",,,2 cm,,,#N/A,,,,,,,,
2003,2017-08-16,95% Ethanol,HornbyIsland," Point (site 2, 49"" 29.342 N  124"" 39.793 W)",,,2 cm,,,#N/A,,,,,,,,
2004,2017-08-16,95% Ethanol,HornbyIsland," Point (site 2, 49"" 29.342 N  124"" 39.793 W)",,,2 cm,,,#N/A,,,,,,,,
2005,2017-08-16,95% Ethanol,HornbyIsland," Point (site 2, 49"" 29.342 N  124"" 39.793 W)",,,2 cm,,,#N/A,,,,,,,,
2006,2017-08-16,95% Ethanol,HornbyIsland," Point (site 2, 49"" 29.342 N  124"" 39.793 W)",,,2 cm,,,#N/A,,,,,,,,
2007,2017-08-16,95% Ethanol,HornbyIsland," Point (site 2, 49"" 29.342 N  124"" 39.793 W)",,,2 cm,,,#N/A,,,,,,,,
2008,2017-08-16,95% Ethanol,HornbyIsland," Point (site 2, 49"" 29.342 N  124"" 39.793 W)",,,2 cm,,,#N/A,,,,,,,,
2009,2017-08-16,95% Ethanol,HornbyIsland," Point (site 2, 49"" 29.342 N  124"" 39.793 W)",,,2 cm,,,#N/A,,,,,,,,
2010,2017-08-16,95% Ethanol,HornbyIsland," Point (site 2, 49"" 29.342 N  124"" 39.793 W)",,,2 cm,,,#N/A,,,,,,,,
2011,2017-08-16,95% Ethanol,HornbyIsland," Point (site 2, 49"" 29.342 N  124"" 39.793 W)",,,2 cm,,,#N/A,,,,,,,,
2012,2017-08-16,95% Ethanol,HornbyIsland," Point (site 2, 49"" 29.342 N  124"" 39.793 W)",,,2 cm,,,#N/A,,,,,,,,
2013,2017-08-16,95% Ethanol,HornbyIsland," Point (site 2, 49"" 29.342 N  124"" 39.793 W)",,,2 cm,,,#N/A,,,,,,,,
2014,2017-08-16,95% Ethanol,HornbyIsland," Point (site 2, 49"" 29.342 N  124"" 39.793 W)",,,2 cm,,,#N/A,,,,,,,,
2015,2017-08-16,95% Ethanol,HornbyIsland," Point (site 2, 49"" 29.342 N  124"" 39.793 W)",,,2 cm,,,#N/A,,,,,,,,
2016,2017-08-16,95% Ethanol,HornbyIsland," Point (site 2, 49"" 29.342 N  124"" 39.793 W)",,,2 cm,,,#N/A,,,,,,,,
2017,2017-08-16,95% Ethanol,HornbyIsland," Point (site 2, 49"" 29.342 N  124"" 39.793 W)",,,2 cm,,,#N/A,,,,,,,,
2018,2017-08-16,95% Ethanol,HornbyIsland," Point (site 2, 49"" 29.342 N  124"" 39.793 W)",,,2 cm,,,#N/A,,,,,,,,
2019,2017-08-16,95% Ethanol,HornbyIsland," Point (site 2, 49"" 29.342 N  124"" 39.793 W)",,,2 cm,,,#N/A,,,,,,,,
2020,2017-08-16,95% Ethanol,HornbyIsland," Point (site 2, 49"" 29.342 N  124"" 39.793 W)",,,2 cm,,,#N/A,,,,,,,,
2021,2017-08-16,95% Ethanol,HornbyIsland," Point (site 2, 49"" 29.342 N  124"" 39.793 W)",,,2 cm,,,#N/A,,,,,,,,
2022,2017-08-16,95% Ethanol,HornbyIsland," Point (site 2, 49"" 29.342 N  124"" 39.793 W)",,,2 cm,,,#N/A,,,,,,,,
2023,2017-08-16,95% Ethanol,HornbyIsland," Point (site 2, 49"" 29.342 N  124"" 39.793 W)",,,2 cm,,,#N/A,,,,,,,,
2024,2017-08-16,95% Ethanol,HornbyIsland," Point (site 2, 49"" 29.342 N  124"" 39.793 W)",,,2 cm,,,#N/A,,,,,,,,
2025,2017-08-16,95% Ethanol,HornbyIsland," Point (site 2, 49"" 29.342 N  124"" 39.793 W)",,,2 cm,,,#N/A,,,,,,,,
2026,2017-08-16,95% Ethanol,HornbyIsland," Point (site 2, 49"" 29.342 N  124"" 39.793 W)",,,2 cm,,,#N/A,,,,,,,,
2027,2017-08-16,95% Ethanol,HornbyIsland," Point (site 2, 49"" 29.342 N  124"" 39.793 W)",,,2 cm,,,#N/A,,,,,,,,
2028,2017-08-16,95% Ethanol,HornbyIsland," Point (site 2, 49"" 29.342 N  124"" 39.793 W)",,,2 cm,,,#N/A,,,,,,,,
2029,2017-08-16,95% Ethanol,HornbyIsland," Point (site 2, 49"" 29.342 N  124"" 39.793 W)",,,2 cm,,,#N/A,,,,,,,,
2030,2017-08-16,95% Ethanol,HornbyIsland," Point (site 2, 49"" 29.342 N  124"" 39.793 W)",,,2 cm,,,#N/A,,,,,,,,
2031,2017-08-16,95% Ethanol,HornbyIsland," Point (site 2, 49"" 29.342 N  124"" 39.793 W)",,,2 cm,,,#N/A,,,,,,,,
2032,2017-08-16,95% Ethanol,HornbyIsland," Point (site 2, 49"" 29.342 N  124"" 39.793 W)",,,2 cm,,,#N/A,,,,,,,,
2033,2017-08-16,95% Ethanol,HornbyIsland," Point (site 2, 49"" 29.342 N  124"" 39.793 W)",,,2 cm,,,#N/A,,,,,,,,
2034,2017-08-16,95% Ethanol,HornbyIsland," Point (site 2, 49"" 29.342 N  124"" 39.793 W)",,,2 cm,,,#N/A,,,,,,,,
2035,2017-08-16,95% Ethanol,HornbyIsland," Point (site 2, 49"" 29.342 N  124"" 39.793 W)",,,2 cm,,,#N/A,,,,,,,,
2036,2017-08-16,95% Ethanol,HornbyIsland," Point (site 2, 49"" 29.342 N  124"" 39.793 W)",,,2 cm,,,#N/A,,,,,,,,
2037,2017-08-16,95% Ethanol,HornbyIsland," Point (site 2, 49"" 29.342 N  124"" 39.793 W)",,,2 cm,,,#N/A,,,,,,,,
2038,2017-08-16,95% Ethanol,HornbyIsland," Point (site 2, 49"" 29.342 N  124"" 39.793 W)",,,2 cm,,,#N/A,,,,,,,,
2039,2017-08-16,95% Ethanol,HornbyIsland," Point (site 2, 49"" 29.342 N  124"" 39.793 W)",,,2 cm,,,#N/A,,,,,,,,
2040,2017-08-16,95% Ethanol,HornbyIsland," Point (site 2, 49"" 29.342 N  124"" 39.793 W)",,,2 cm,,,#N/A,,,,,,,,
2041,2017-08-16,95% Ethanol,HornbyIsland," Point (site 2, 49"" 29.342 N  124"" 39.793 W)",,,2 cm,,,#N/A,,,,,,,,
2042,2017-08-16,95% Ethanol,HornbyIsland," Point (site 2, 49"" 29.342 N  124"" 39.793 W)",,,2 cm,,,#N/A,,,,,,,,
2043,2017-08-16,95% Ethanol,HornbyIsland," Point (site 2, 49"" 29.342 N  124"" 39.793 W)",,,2 cm,,,#N/A,,,,,,,,
2044,2017-08-16,95% Ethanol,HornbyIsland," Point (site 2, 49"" 29.342 N  124"" 39.793 W)",,,2 cm,,,#N/A,,,,,,,,
2045,2017-08-16,95% Ethanol,HornbyIsland," Point (site 2, 49"" 29.342 N  124"" 39.793 W)",,,2 cm,,,#N/A,,,,,,,,
2046,2017-08-16,95% Ethanol,HornbyIsland," Point (site 2, 49"" 29.342 N  124"" 39.793 W)",,,2 cm,,,#N/A,,,,,,,,
2047,2017-08-16,95% Ethanol,HornbyIsland," Point (site 2, 49"" 29.342 N  124"" 39.793 W)",,,2 cm,,,#N/A,,,,,,,,
2048,,95% Ethanol,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
2049,,95% Ethanol,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
2050,,95% Ethanol,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
2051,,95% Ethanol,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
2052,,95% Ethanol,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
2053,,95% Ethanol,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
2054,,95% Ethanol,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
2055,,95% Ethanol,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
2056,,95% Ethanol,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
2057,,95% Ethanol,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
2058,,95% Ethanol,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
2059,,95% Ethanol,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
2060,,95% Ethanol,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
2061,,95% Ethanol,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
2062,,95% Ethanol,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
2063,,95% Ethanol,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
2064,,95% Ethanol,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
2065,,95% Ethanol,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
2066,,95% Ethanol,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
2067,,95% Ethanol,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
2068,,95% Ethanol,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
2069,,95% Ethanol,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
2070,,95% Ethanol,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
2071,,95% Ethanol,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
2072,,95% Ethanol,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
2073,,95% Ethanol,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
2074,,95% Ethanol,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
2075,,95% Ethanol,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
2076,,95% Ethanol,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
2077,,95% Ethanol,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
2078,,95% Ethanol,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
2079,,95% Ethanol,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
2080,,95% Ethanol,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
2081,,95% Ethanol,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
2082,,95% Ethanol,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
2083,,95% Ethanol,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
2084,,95% Ethanol,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
2085,,95% Ethanol,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
2086,,95% Ethanol,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
2087,,95% Ethanol,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
2088,,95% Ethanol,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
2089,,95% Ethanol,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
2090,,95% Ethanol,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
2091,,95% Ethanol,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
2092,,95% Ethanol,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
2093,,95% Ethanol,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
2094,,95% Ethanol,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
2095,,95% Ethanol,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
2096,,95% Ethanol,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
2097,,,,,,,,,,#N/A,,,,,,,,
2098,,,,,,,,,,#N/A,,,,,,,,
2099,,,,,,,,,,#N/A,,,,,,,,
2100,2017-08-16,RNAlater,HornbyIsland, Toby Island South Side,,,,,,#N/A,,,,,,,,
2101,2017-08-16,RNAlater,HornbyIsland, Toby Island South Side,,,,,,#N/A,,,,,,,,
2102,2017-08-16,RNAlater,HornbyIsland, Toby Island South Side,,,,,,#N/A,,,,,,,,
2103,2017-08-16,RNAlater,HornbyIsland, Toby Island South Side,,,,,,#N/A,,,,,,,,
2104,2017-08-16,RNAlater,HornbyIsland, Toby Island South Side,,,,,,#N/A,,,,,,,,
2105,2017-08-16,RNAlater,HornbyIsland, Toby Island South Side,,,,,,#N/A,,,,,,,,
2106,2017-08-16,RNAlater,HornbyIsland, Toby Island South Side,,,,,,#N/A,,,,,,,,
2107,2017-08-16,RNAlater,HornbyIsland, Toby Island South Side,,,,,,#N/A,,,,,,,,
2108,2017-08-16,RNAlater,HornbyIsland, Toby Island South Side,,,,,,#N/A,,,,,,,,
2109,2017-08-16,RNAlater,HornbyIsland, Toby Island South Side,,,,,,#N/A,,,,,,,,
2110,2017-08-16,RNAlater,HornbyIsland, Toby Island South Side,,,,,,#N/A,,,,,,,,
2111,2017-08-16,RNAlater,HornbyIsland, Toby Island South Side,,,,,,#N/A,,,,,,,,
2112,2017-08-16,RNAlater,HornbyIsland, Toby Island South Side,,,,,,#N/A,,,,,,,,
2113,2017-08-16,RNAlater,HornbyIsland, Toby Island South Side,,,,,,#N/A,,,,,,,,
2114,2017-08-16,RNAlater,HornbyIsland, Toby Island South Side,,,,,,#N/A,,,,,,,,
2115,2017-08-16,RNAlater,HornbyIsland, Toby Island South Side,,,,,,#N/A,,,,,,,,
2116,2017-08-16,RNAlater,HornbyIsland, Toby Island South Side,,,,,,#N/A,,,,,,,,
2117,2017-08-16,RNAlater,HornbyIsland, Toby Island South Side,,,,,,#N/A,,,,,,,,
2118,2017-08-16,RNAlater,HornbyIsland, Toby Island South Side,,,,,,#N/A,,,,,,,,
2119,2017-08-16,RNAlater,HornbyIsland, Toby Island South Side,,,,,,#N/A,,,,,,,,
2120,2017-08-16,RNAlater,HornbyIsland, Toby Island South Side,,,,,,#N/A,,,,,,,,
2121,2017-08-16,RNAlater,HornbyIsland, Toby Island South Side,,,,,,#N/A,,,,,,,,
2122,2017-08-16,RNAlater,HornbyIsland, Toby Island South Side,,,,,,#N/A,,,,,,,,
2123,2017-08-16,RNAlater,HornbyIsland, Toby Island South Side,,,,,,#N/A,,,,,,,,
2124,2017-08-16,RNAlater,HornbyIsland," Point (site 2, 49"" 29.342 N  124"" 39.793 W)",,,,,,#N/A,,,,,,,,
2125,2017-08-16,RNAlater,HornbyIsland," Point (site 2, 49"" 29.342 N  124"" 39.793 W)",,,,,,#N/A,,,,,,,,
2126,2017-08-16,RNAlater,HornbyIsland," Point (site 2, 49"" 29.342 N  124"" 39.793 W)",,,,,,#N/A,,,,,,,,
2127,2017-08-16,RNAlater,HornbyIsland," Point (site 2, 49"" 29.342 N  124"" 39.793 W)",,,,,,#N/A,,,,,,,,
2128,2017-08-16,RNAlater,HornbyIsland," Point (site 2, 49"" 29.342 N  124"" 39.793 W)",,,,,,#N/A,,,,,,,,
2129,2017-08-16,RNAlater,HornbyIsland," Point (site 2, 49"" 29.342 N  124"" 39.793 W)",,,,,,#N/A,,,,,,,,
2130,2017-08-16,RNAlater,HornbyIsland," Point (site 2, 49"" 29.342 N  124"" 39.793 W)",,,,,,#N/A,,,,,,,,
2131,2017-08-16,RNAlater,HornbyIsland," Point (site 2, 49"" 29.342 N  124"" 39.793 W)",,,,,,#N/A,,,,,,,,
2132,2017-08-16,RNAlater,HornbyIsland," Point (site 2, 49"" 29.342 N  124"" 39.793 W)",,,,,,#N/A,,,,,,,,
2133,2017-08-16,RNAlater,HornbyIsland," Point (site 2, 49"" 29.342 N  124"" 39.793 W)",,,,,,#N/A,,,,,,,,
2134,2017-08-16,RNAlater,HornbyIsland," Point (site 2, 49"" 29.342 N  124"" 39.793 W)",,,,,,#N/A,,,,,,,,
2135,2017-08-16,RNAlater,HornbyIsland," Point (site 2, 49"" 29.342 N  124"" 39.793 W)",,,,,,#N/A,,,,,,,,
2136,2017-08-16,RNAlater,HornbyIsland," Point (site 2, 49"" 29.342 N  124"" 39.793 W)",,,,,,#N/A,,,,,,,,
2137,2017-08-16,RNAlater,HornbyIsland," Point (site 2, 49"" 29.342 N  124"" 39.793 W)",,,,,,#N/A,,,,,,,,
2138,2017-08-16,RNAlater,HornbyIsland," Point (site 2, 49"" 29.342 N  124"" 39.793 W)",,,,,,#N/A,,,,,,,,
2139,2017-08-16,RNAlater,HornbyIsland," Point (site 2, 49"" 29.342 N  124"" 39.793 W)",,,,,,#N/A,,,,,,,,
2140,2017-08-16,RNAlater,HornbyIsland," Point (site 2, 49"" 29.342 N  124"" 39.793 W)",,,,,,#N/A,,,,,,,,
2141,2017-08-16,RNAlater,HornbyIsland," Point (site 2, 49"" 29.342 N  124"" 39.793 W)",,,,,,#N/A,,,,,,,,
2142,2017-08-16,RNAlater,HornbyIsland," Point (site 2, 49"" 29.342 N  124"" 39.793 W)",,,,,,#N/A,,,,,,,,
2143,2017-08-16,RNAlater,HornbyIsland," Point (site 2, 49"" 29.342 N  124"" 39.793 W)",,,,,,#N/A,,,,,,,,
2144,,RNAlater,,,,,,,,#N/A,,,,,,,,
2145,,RNAlater,,,,,,,,#N/A,,,,,,,,
2146,,RNAlater,,,,,,,,#N/A,,,,,,,,
2147,,RNAlater,,,,,,,,#N/A,,,,,,,,
2148,,RNAlater,,,,,,,,#N/A,,,,,,,,
2149,,RNAlater,,,,,,,,#N/A,,,,,,,,
2150,,RNAlater,,,,,,,,#N/A,,,,,,,,
2151,,RNAlater,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
2152,,RNAlater,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
2153,2017-08-16,RNAlater,HornbyIsland," Point (site 2, 49"" 29.342 N  124"" 39.793 W)",,,,,,#N/A,,,,,,,,
2154,,RNAlater,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
2155,,RNAlater,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
2156,,RNAlater,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
2157,,RNAlater,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
2158,,RNAlater,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
2159,,RNAlater,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
2160,,RNAlater,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
2161,,RNAlater,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
2162,,RNAlater,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
2163,,RNAlater,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
2164,,RNAlater,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
2165,,RNAlater,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
2166,,RNAlater,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
2167,,RNAlater,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
2168,,RNAlater,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
2169,,RNAlater,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
2170,,RNAlater,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
2171,,RNAlater,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
2172,,RNAlater,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
2173,,RNAlater,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
2174,,RNAlater,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
2175,,RNAlater,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
2176,,RNAlater,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
2177,,RNAlater,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
2178,,RNAlater,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
2179,,RNAlater,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
2180,,RNAlater,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
2181,,RNAlater,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
